rank,name,location,state,median_SAT_ACT_score,SAT,ACT,est_price_2018_19_without_aid,est_price_2018.19_with_avg._grant,percent_with_need_who_get_grants,ave_student_debt,early_career_earnings,diff_price_ecEarning,diff_price_debt,lon,lat
208,University of Wisconsin-La Crosse,"La Crosse, WI",WI,NA/25,NA,25,17800,14200,63,23300,46200,28400,22900,-91.2311516,43.8160517
209,Fresno Pacific University,"Fresno, CA",CA,960/21,960,21,44100,19600,77,21500,42400,-1700,20900,-119.7341819,36.7268898
210,SUNY College at Geneseo,"Geneseo, NY",NY,1200/27,1200,27,25700,18600,79,20900,47800,22100,26900,-77.8237029,42.796092
210,University of La Verne,"La Verne, CA",CA,1030/23,1030,23,61300,23900,66,25000,47200,-14100,22200,-117.773235,34.100854
212,St. Mary's University,"San Antonio, TX",TX,1040/22,1040,22,45600,18100,98,27000,47800,2200,20800,-98.5640981,29.4523378
213,California State University-Bakersfield,"Bakersfield, CA",CA,NA/NA,NA,NA,26600,6600,90,13200,47700,21100,34500,-119.103684,35.348251
214,Kenyon College,"Gambier, OH",OH,1340/31,1340,31,70800,30300,99,19000,51700,-19100,32700,-82.3983079,40.3718965
215,Pepperdine University,"Malibu, CA",CA,1220/29,1220,29,72600,42600,98,26000,53100,-19500,27100,-118.7095814,34.0414045
216,Indiana Wesleyan University-Marion,"Marion, IN",IN,1050/24,1050,24,38700,21000,83,24100,45200,6500,21100,-85.6626535,40.5168964
217,The University of Texas at Dallas,"Richardson, TX",TX,1260/28,1260,28,28000,11000,89,18800,53600,25600,34800,-96.7500993,32.9857619
218,Stockton University,"Galloway, NJ",NJ,1060/22,1060,22,31000,15400,59,21100,44500,13500,23400,-74.5323795,39.4941665
219,Mount Saint Mary's University,"Los Angeles, CA",CA,920/20,920,20,60800,29100,80,25000,51400,-9400,26400,-77.3490013,39.6807058
220,Denison University,"Granville, OH",OH,1290/30,1290,30,66500,34400,100,26000,51000,-15500,25000,-82.5227273,40.0735236
221,Le Moyne College,"Syracuse, NY",NY,1110/25,1110,25,51200,25100,100,26200,47300,-3900,21100,-76.0855042,43.0497018
222,University of Dayton,"Dayton, OH",OH,1130/27,1130,27,59100,36500,99,26000,53700,-5400,27700,-84.1799675,39.7393
223,University of San Francisco,"San Francisco, CA",CA,1140/26,1140,26,67600,37600,84,25000,56800,-10800,31800,-122.4506413,37.7765141
224,University of Oklahoma-Norman Campus,"Norman, OK",OK,1200/26,1200,26,29100,19300,57,20000,51900,22800,31900,-97.4457137,35.2058936
225,Duquesne University,"Pittsburgh, PA",PA,1140/27,1140,27,53400,31100,97,27000,49600,-3800,22600,-79.9905863,40.4374516
226,San Francisco State University,"San Francisco, CA",CA,980/21,980,21,27400,14200,89,17300,52900,25500,35600,-122.4782094,37.721897
227,North Dakota State University-Main Campus,"Fargo, ND",ND,1150/24,1150,24,22000,15700,58,23300,51400,29400,28100,-96.8031712,46.8962434
228,Dominican University of California,"San Rafael, CA",CA,1020/23,1020,23,66000,36900,100,27000,51900,-14100,24900,-122.513156,37.9795666
229,Rensselaer Polytechnic Institute,"Troy, NY",NY,1380/30,1380,30,71800,40200,100,27500,67500,-4300,40000,-73.678803,42.730172
229,Skidmore College,"Saratoga Springs, NY",NY,1230/28,1230,28,71100,25700,100,19500,51200,-19900,31700,-73.7849819,43.0959503
231,Illinois Institute of Technology,"Chicago, IL",IL,1250/29,1250,29,65300,27800,99,27000,60600,-4700,33600,-87.6270059,41.8348731
232,Endicott College,"Beverly, MA",MA,NA/NA,NA,NA,51500,37100,82,27000,47600,-3900,20600,-70.8408093,42.5531918
233,University of Wisconsin-Platteville,"Platteville, WI",WI,NA/24,NA,24,19400,15400,59,24300,53600,34200,29300,-90.4872604,42.7323713
233,University of Evansville,"Evansville, IN",IN,1110/26,1110,26,52100,23700,100,27000,48000,-4100,21000,-87.5317064,37.9721221
235,Canisius College,"Buffalo, NY",NY,1080/25,1080,25,53400,22300,99,24800,43800,-9600,19000,-78.8514848,42.9248338
236,SUNY Maritime College,"Throggs Neck, NY",NY,1120/25,1120,25,25900,17500,68,26500,71600,45700,45100,-73.8011369,40.8091766
237,Grinnell College,"Grinnell, IA",IA,1430/32,1430,32,67800,32200,100,13200,48800,-19000,35600,-92.7201302,41.7490571
237,Taylor University,"Upland, IN",IN,1100/26,1100,26,46400,27300,100,24000,44900,-1500,20900,-85.4976242,40.4568032
239,Smith College,"Northampton, MA",MA,NA/NA,NA,NA,71200,26000,98,19000,48800,-22400,29800,-72.6372341,42.3180957
240,State University of New York at New Paltz,"New Paltz, NY",NY,1110/25,1110,25,24800,15700,59,19000,44800,20000,25800,-74.0851655,41.7390054
241,Wofford College,"Spartanburg, SC",SC,1160/27,1160,27,59100,27500,100,25700,47200,-11900,21500,-81.9344902,34.9580657
242,Texas Tech University,"Lubbock, TX",TX,1110/25,1110,25,24200,16400,86,22500,53400,29200,30900,-101.8782822,33.5842591
243,Pennsylvania State University-Main Campus,"University Park, PA",PA,1200/27,1200,27,37200,26900,50,26800,55200,18000,28400,-77.8599084,40.7982133
244,Carleton College,"Northfield, MN",MN,1430/32,1430,32,70500,30700,100,19500,53800,-16700,34300,-93.1558264,44.4613654
245,Connecticut College,"New London, CT",CT,NA/NA,NA,NA,71100,29800,94,23600,53200,-17900,29600,-72.1045869,41.3786877
246,West Chester University of Pennsylvania,"West Chester, PA",PA,1060/23,1060,23,27400,20000,58,23500,46700,19300,23200,-75.5999933,39.9518653
247,Loyola Marymount University,"Los Angeles, CA",CA,1230/28,1230,28,66300,44000,95,21700,53800,-12500,32100,-118.4165979,33.9702454
248,Hope College,"Holland, MI",MI,1140/26,1140,26,46500,29800,87,27000,46200,-300,19200,-86.1023574,42.7871797
249,Marist College,"Poughkeepsie, NY",NY,NA/NA,NA,NA,56200,38500,71,26000,51600,-4600,25600,-73.9341204,41.7224565
249,SUNY Oneonta,"Oneonta, NY",NY,1070/24,1070,24,24700,16600,81,21500,44200,19500,22700,-75.0635578,42.4710197
251,Adelphi University,"Garden City, NY",NY,1110/25,1110,25,57700,30200,97,25500,51500,-6200,26000,-73.6522652,40.7202125
252,Saint John Fisher College,"Rochester, NY",NY,1060/24,1060,24,48900,29300,100,23900,44000,-4900,20100,-77.511511,43.115372
253,Saint Mary's College of California,"Moraga, CA",CA,1060/25,1060,25,67100,38300,98,25000,56000,-11100,31000,-122.1098786,37.8416252
254,Oklahoma State University-Main Campus,"Stillwater, OK",OK,1090/24,1090,24,24200,15000,76,20500,49700,25500,29200,-97.0737222,36.1270236
255,Saint Michael's College,"Colchester, VT",VT,NA/NA,NA,NA,58900,33600,99,28000,50400,-8500,22400,-73.163743,44.49598
256,Loyola University Maryland,"Baltimore, MD",MD,NA/NA,NA,NA,66100,36700,76,27000,55100,-11000,28100,-76.6197116,39.3465167
257,Salve Regina University,"Newport, RI",RI,NA/NA,NA,NA,58100,33200,100,27000,49900,-8200,22900,-71.3006438,41.4714527
258,University of North Dakota,"Grand Forks, ND",ND,1080/24,1080,24,21900,15800,70,24500,50900,29000,26400,-97.0768014,47.922891
259,Concordia University-Saint Paul,"Saint Paul, MN",MN,NA/NA,NA,NA,35300,20900,93,22400,47200,11900,24800,-93.1566541,44.9497786
260,Niagara University,"Niagara, NY",NY,1030/23,1030,23,48500,19900,98,25000,42100,-6400,17100,-79.0353197,43.1365152
261,Rose-Hulman Institute of Technology,"Terre Haute, IN",IN,1320/30,1320,30,66600,44800,85,27000,71600,5000,44600,-87.3240403,39.4828386
262,Immaculata University,"Immaculata, PA",PA,970/21,970,21,47100,31600,NA,27000,47600,500,20600,-75.5705399,40.0279142
263,Colorado College,"Colorado Springs, CO",CO,NA/NA,NA,NA,70300,25600,95,20500,49700,-20600,29200,-104.824394,38.846594
264,Lewis University,"Romeoville, IL",IL,1100/24,1100,24,46500,21700,95,24600,47400,900,22800,-88.0804639,41.6048148
265,University of Nebraska-Lincoln,"Lincoln, NE",NE,1140/25,1140,25,25700,17700,76,21700,48700,23000,27000,-96.7004763,40.8201966
266,Manhattan College,"Riverdale, NY",NY,1110/26,1110,26,61700,35000,81,26000,60700,-1000,34700,-73.9010623,40.8899623
267,John Brown University,"Siloam Springs, AR",AR,1130/26,1130,26,39800,21100,91,21900,44000,4200,22100,-94.5594091,36.190767
268,Calvin College,"Grand Rapids, MI",MI,1170/26,1170,26,47900,27300,99,26400,47000,-900,20600,-85.5889329,42.9295084
268,Misericordia University,"Dallas, PA",PA,1050/24,1050,24,48600,26500,100,27000,45000,-3600,18000,-75.9707268,41.345197
270,St. Joseph's College-New York,"Brooklyn, NY",NY,1010/23,1010,23,35400,18100,99,21500,43700,8300,22200,-73.9677729,40.690509
271,Aurora University,"Aurora, IL",IL,950/22,950,22,37900,19700,91,22300,44900,7000,22600,-88.3496396,41.7545293
272,Mount Holyoke College,"South Hadley, MA",MA,NA/NA,NA,NA,65400,29200,99,21200,48800,-16600,27600,-72.5761394,42.2532535
273,Loras College,"Dubuque, IA",IA,1090/23,1090,23,44900,19300,100,27000,44500,-400,17500,-90.6810607,42.5030898
274,Concordia College at Moorhead,"Moorhead, MN",MN,NA/NA,NA,NA,50700,25300,98,27000,44900,-5800,17900,-96.7700579,46.8628042
274,Louisiana State University and Agricultural & Mechanical College,"Baton Rouge, LA",LA,1130/26,1130,26,30400,16200,86,20900,51800,21400,30900,-91.1871663,30.440815
276,Furman University,"Greenville, SC",SC,NA/NA,NA,NA,65200,33300,100,25400,48100,-17100,22700,-82.4382693,34.9237
277,Augustana University,"Sioux Falls, SD",SD,1080/26,1080,26,46500,21400,99,27000,44800,-1700,17800,-96.7396893,43.5226043
278,Saint Joseph's University,"Philadelphia, PA",PA,1140/26,1140,26,62300,38700,92,23000,53300,-9000,30300,-75.2416405,39.9946832
279,Waynesburg University,"Waynesburg, PA",PA,970/22,970,22,36900,19900,98,27000,43700,6800,16700,-80.1866266,39.8992112
280,Stonehill College,"Easton, MA",MA,NA/NA,NA,NA,61000,33300,97,27000,51800,-9200,24800,-71.0806276,42.0590153
281,Bryant University,"Smithfield, RI",RI,NA/NA,NA,NA,61300,39200,70,27000,56300,-5000,29300,-71.5379512,41.9211048
282,Muhlenberg College,"Allentown, PA",PA,1230/28,1230,28,66900,39400,97,26500,50000,-16900,23500,-75.5101316,40.597544
282,Lebanon Valley College,"Annville, PA",PA,1100/25,1100,25,58800,28300,99,27000,46100,-12700,19100,-76.5150796,40.3337415
284,Keuka College,"Keuka Park, NY",NY,950/21,950,21,48600,25900,82,25900,43300,-5300,17400,-77.0905414,42.6151505
284,George Washington University,"Washington, DC",DC,1290/30,1290,30,71000,42500,94,25000,56200,-14800,31200,-77.0485992,38.8997145
284,Hobart William Smith Colleges,"Geneva, NY",NY,1260/28,1260,28,71400,41700,99,27000,52400,-19000,25400,-76.9852164,42.8581166
287,Farmingdale State College,"Farmingdale, NY",NY,970/21,970,21,24700,9300,79,16000,49100,24400,33100,-73.4267093,40.7529512
288,Drake University,"Des Moines, IA",IA,1200/28,1200,28,55300,30200,98,26000,49200,-6100,23200,-93.6552984,41.6029128
289,Juniata College,"Huntingdon, PA",PA,NA/NA,NA,NA,59600,30200,98,27000,47600,-12000,20600,-78.0158977,40.5001396
290,Saint Vincent College,"Latrobe, PA",PA,1050/23,1050,23,50100,24600,80,27000,46200,-3900,19200,-79.4003653,40.2914205
291,Milwaukee School of Engineering,"Milwaukee, WI",WI,1250/28,1250,28,53300,25800,100,27000,63400,10100,36400,-87.9084479,43.0440495
292,Seton Hall University,"South Orange, NJ",NJ,1160/25,1160,25,58500,29900,58,25000,53900,-4600,28900,-74.2473024,40.742946
292,Edgewood College,"Madison, WI",WI,1020/23,1020,23,43700,25900,98,25500,46500,2800,21000,-89.423378,43.060689
294,Saint Norbert College,"De Pere, WI",WI,1100/25,1100,25,49300,26000,97,27000,47800,-1500,20800,-88.066303,44.444875
294,University of Redlands,"Redlands, CA",CA,1090/25,1090,25,68600,36700,99,28500,50200,-18400,21700,-117.1638403,34.0639966
296,Bradley University,"Peoria, IL",IL,1100/25,1100,25,47800,28700,96,27000,52000,4200,25000,-89.6153484,40.6977743
297,Westminster College,"New Wilmington, PA",PA,1050/23,1050,23,50700,22400,99,27000,44400,-6300,17400,-91.9544836,38.8500391
298,California State University-San Marcos,"San Marcos, CA",CA,960/21,960,21,25900,9600,90,18000,47900,22000,29900,-117.1591368,33.1291944
298,Ohio Northern University,"Ada, OH",OH,1130/26,1130,26,47200,26100,99,27000,51400,4200,24400,-83.8324991,40.7663058
300,Centre College,"Danville, KY",KY,1210/29,1210,29,55200,27400,99,27000,46700,-8500,19700,-84.7815059,37.6456916
301,Seattle University,"Seattle, WA",WA,1180/28,1180,28,61000,38300,91,24500,55000,-6000,30500,-122.3175626,47.6089705
301,Kansas State University,"Manhattan, KS",KS,NA/NA,NA,NA,24900,17600,56,22500,50000,25100,27500,-96.5847249,39.1974437
301,Gonzaga University,"Spokane, WA",WA,1210/28,1210,28,58700,36100,100,26400,53800,-4900,27400,-117.4023849,47.667189
301,DePaul University,"Chicago, IL",IL,NA/NA,NA,NA,57600,34400,86,23300,51500,-6100,28200,-87.627227,41.877512
305,St Mary's College of Maryland,"St. Mary's City, MD",MD,1130/26,1130,26,30400,21200,73,20400,50600,20200,30200,-76.4290313,38.1909255
306,University of Mary Washington,"Fredericksburg, VA",VA,1110/25,1110,25,28100,22000,64,21500,50600,22500,29100,-77.47447,38.3013039
307,Sonoma State University,"Rohnert Park, CA",CA,980/22,980,22,26700,17400,65,17500,50100,23400,32600,-122.6730656,38.3409236
308,Southern Methodist University,"Dallas, TX",TX,1320/30,1320,30,74100,40300,73,21500,55000,-19100,33500,-96.7845175,32.8412178
309,University of Arizona,"Tucson, AZ",AZ,NA/NA,NA,NA,29000,17700,89,19000,52700,23700,33700,-110.9501094,32.2318851
310,Colorado State University-Fort Collins,"Fort Collins, CO",CO,1140/26,1140,26,26600,17400,68,21000,49900,23300,28900,-105.0865473,40.573436
311,Daemen College,"Amherst, NY",NY,NA/NA,NA,NA,44200,18400,98,20400,43400,-800,23000,-78.7884384,42.9648902
312,Oregon State University,"Corvallis, OR",OR,1120/25,1120,25,26800,20900,80,23500,52200,25400,28700,-123.2794443,44.5637806
313,Saint Francis University,"Loretto, PA",PA,1060/24,1060,24,53200,26700,56,27000,44800,-8400,17800,-78.6376191,40.50382
314,Concordia University-Nebraska,"Seward, NE",NE,1000/24,1000,24,43500,20800,100,25300,38400,-5100,13100,-97.0896219,40.9143712
315,Pacific Lutheran University,"Tacoma, WA",WA,1110/25,1110,25,56100,27100,99,25800,50000,-6100,24200,-122.4440668,47.1453532
316,Massachusetts College of Art and Design,"Boston, MA",MA,1070/24,1070,24,30400,23300,80,25300,46500,16100,21200,-71.0992668,42.3368239
316,University of Miami,"Coral Gables, FL",FL,1300/30,1300,30,67900,40200,51,19800,52700,-15200,32900,-80.2771253,25.7191685
318,Louisiana Tech University,"Ruston, LA",LA,1090/24,1090,24,20900,10200,92,19900,50300,29400,30400,-92.6481104,32.5263753
318,Miami University-Oxford,"Oxford, OH",OH,1240/29,1240,29,32600,21700,85,24800,53500,20900,28700,-84.7308768,39.5105334
320,Bethel College-Indiana,"Mishawaka, IN",IN,1030/23,1030,23,41700,21000,NA,26100,39800,-1900,13700,-86.196199,41.678297
320,Kean University,"Union, NJ",NJ,920/20,920,20,30000,17400,70,25000,45700,15700,20700,-74.2342865,40.678071
320,Augustana College,"Rock Island, IL",IL,NA/NA,NA,NA,54700,25300,98,27000,45000,-9700,18000,-90.5507098,41.5051053
323,Spelman College,"Atlanta, GA",GA,1080/24,1080,24,52900,34800,79,27000,47500,-5400,20500,-84.4122934,33.7463597
324,Macalester College,"Saint Paul, MN",MN,1380/31,1380,31,67900,30600,99,22700,49500,-18400,26800,-93.1690434,44.9378927
325,Saint Louis University,"Saint Louis, MO",MO,1220/28,1220,28,58600,35700,94,26000,51000,-7600,25000,-90.2331143,38.6348913
326,Illinois College,"Jacksonville, IL",IL,NA/NA,NA,NA,43900,19700,100,27000,42800,-1100,15800,-90.24675,39.730211
327,Cedar Crest College,"Allentown, PA",PA,990/22,990,22,53400,20600,100,27800,45200,-8200,17400,-75.5196631,40.5859377
328,University of Minnesota-Duluth,"Duluth, MN",MN,1090/24,1090,24,25000,16800,85,25000,49600,24600,24600,-92.0835669,46.8186613
329,Saint Mary's University of Minnesota,"Winona, MN",MN,1010/23,1010,23,46400,22800,97,23300,48800,2400,25500,-91.6959211,44.0447762
330,Rochester Institute of Technology,"Rochester, NY",NY,1240/29,1240,29,56000,31300,95,28000,58400,2400,30400,-77.6743445,43.0845894
331,California State University-Monterey Bay,"Seaside, CA",CA,NA/NA,NA,NA,23900,12200,75,14000,46200,22300,32200,-121.7977985,36.6516548
331,California State University-Channel Islands,"Camarillo, CA",CA,NA/NA,NA,NA,29300,15500,NA,15200,47700,18400,32500,-119.0434218,34.1620531
333,Fordham University,"Bronx, NY",NY,1270/29,1270,29,74000,40800,96,26000,54400,-19600,28400,-73.8856987,40.8620404
334,Central Washington University,"Ellensburg, WA",WA,1060/21,1060,21,23100,15100,84,20700,49000,25900,28300,-120.5358982,47.0073655
335,Clark University,"Worcester, MA",MA,NA/NA,NA,NA,56300,28300,97,27000,47600,-8700,20600,-71.8246703,42.2523452
336,Gannon University,"Erie, PA",PA,1030/23,1030,23,47700,23600,98,27000,48100,400,21100,-80.0865882,42.1282445
337,Cedarville University,"Cedarville, OH",OH,1200/26,1200,26,40100,24500,79,22500,48600,8500,26100,-83.8126484,39.7495714
338,Regis University,"Denver, CO",CO,1060/24,1060,24,52400,28500,86,22900,53800,1400,30900,-105.0298601,39.7893353
338,The University of Findlay,"Findlay, OH",OH,990/23,990,23,46700,21600,100,25000,46500,-200,21500,-83.6547373,41.054643
340,Albion College,"Albion, MI",MI,1050/23,1050,23,58100,22200,100,27200,48500,-9600,21300,-84.7451775,42.2440064
341,Quinnipiac University,"Hamden, CT",CT,1090/25,1090,25,65300,40200,97,26000,52400,-12900,26400,-72.8926883,41.4191748
342,Goshen College,"Goshen, IN",IN,1030/26,1030,26,47600,18700,98,20100,42900,-4700,22800,-85.828317,41.564367
343,La Salle University,"Philadelphia, PA",PA,980/22,980,22,46600,28700,97,27000,51100,4500,24100,-75.1566322,40.0387561
344,University of Wisconsin-Stout,"Menomonie, WI",WI,NA/22,NA,22,20200,15100,72,25500,48000,27800,22500,-91.9266989,44.8715765
345,University of South Dakota,"Vermillion, SD",SD,1050/23,1050,23,22800,17700,NA,25000,45600,22800,20600,-96.9253381,42.7883015
345,Nebraska Wesleyan University,"Lincoln, NE",NE,1090/24,1090,24,47700,25300,99,25000,43500,-4200,18500,-96.6534974,40.8395997
347,Keene State College,"Keene, NH",NH,980/21,980,21,27900,20000,70,26300,46100,18200,19800,-72.2803536,42.9254972
348,Mississippi State University,"Starkville, MS",MS,NA/25,NA,25,25000,16800,87,23300,47900,22900,24600,-88.7943766,33.4551742
349,University of Wyoming,"Laramie, WY",WY,1090/24,1090,24,20300,14100,66,18500,49700,29400,31200,-105.5665744,41.3148754
349,University of Mount Olive,"Mount Olive, NC",NC,1090/20,1090,20,31900,16200,92,28000,39800,7900,11800,-78.0711372,35.2082274
351,University of Central Florida,"Orlando, FL",FL,1180/26,1180,26,22800,16700,71,18300,46400,23600,28100,-81.2000599,28.6024274
352,Messiah College,"Mechanicsburg, PA",PA,1150/26,1150,26,49100,29000,99,26000,47600,-1500,21600,-76.9882272,40.1579079
353,Truman State University,"Kirksville, MO",MO,1200/27,1200,27,21600,13400,94,22700,45000,23400,22300,-92.5808645,40.1865632
354,SUNY College at Old Westbury,"Old Westbury, NY",NY,970/22,970,22,23900,10800,86,16200,45400,21500,29200,-73.5738915,40.7992391
355,SUNY College at Plattsburgh,"Plattsburgh, NY",NY,1100/23,1100,23,25200,15300,86,22000,43400,18200,21400,-73.466962,44.692543
355,University of Rhode Island,"Kingston, RI",RI,1070/25,1070,25,30200,19700,86,23400,50900,20700,27500,-71.5308537,41.4860647
357,Susquehanna University,"Selinsgrove, PA",PA,NA/NA,NA,NA,61200,28500,100,27000,47300,-13900,20300,-76.8744803,40.7973267
358,Monmouth University,"West Long Branch, NJ",NJ,1030/23,1030,23,56200,31800,57,26700,48400,-7800,21700,-74.0058114,40.2804557
359,University of Massachusetts-Lowell,"Lowell, MA",MA,1170/27,1170,27,30600,19700,88,25000,55400,24800,30400,-71.3247164,42.6552587
360,Whitman College,"Walla Walla, WA",WA,1310/30,1310,30,66100,36800,100,17500,50000,-16100,32500,-118.3306351,46.0705799
361,Bryn Mawr College,"Bryn Mawr, PA",PA,1340/30,1340,30,70100,34300,98,26000,50200,-19900,24200,-75.3152341,40.0281065
362,University of Pittsburgh-Pittsburgh Campus,"Pittsburgh, PA",PA,1290/30,1290,30,34000,25300,74,26900,52100,18100,25200,-79.960835,40.4443533
362,Luther College,"Decorah, IA",IA,1060/26,1060,26,55300,27300,100,27000,46400,-8900,19400,-91.8062533,43.311063
364,Allegheny College,"Meadville, PA",PA,NA/NA,NA,NA,62600,28500,100,29000,46700,-15900,17700,-80.1449493,41.649349
365,Trinity Christian College,"Palos Heights, IL",IL,1040/24,1040,24,43300,24400,98,24600,44400,1100,19800,-87.7841447,41.6686186
366,Mount Mercy University,"Cedar Rapids, IA",IA,NA/21,NA,21,45800,21600,98,22300,45800,0,23500,-91.6522379,42.0027013
367,Ursinus College,"Collegeville, PA",PA,NA/NA,NA,NA,67800,33900,100,27000,50200,-17600,23200,-75.4558588,40.1915099
367,Wheaton College,"Norton, MA",MA,NA/NA,NA,NA,67400,35200,99,26000,48900,-18500,22900,-88.099622,41.86833
369,Appalachian State University,"Boone, NC",NC,1140/25,1140,25,19500,10900,74,20500,43900,24400,23400,-81.6841448,36.2134842
369,Wartburg College,"Waverly, IA",IA,990/24,990,24,53100,24100,100,27000,46100,-7000,19100,-92.4821589,42.7285775
371,Illinois Wesleyan University,"Bloomington, IL",IL,1270/27,1270,27,60200,33500,100,27000,49000,-11200,22000,-88.9906541,40.4908892
372,Elon University,"Elon, NC",NC,1190/27,1190,27,50800,36700,90,23300,49400,-1400,26100,-79.5023567,36.1027527
373,Linfield College-McMinnville Campus,"McMinnville, OR",OR,1040/22,1040,22,58100,30500,80,25000,49000,-9100,24000,-123.199224,45.200606
374,Scripps College,"Claremont, CA",CA,1370/30,1370,30,72800,40700,100,14000,51000,-21800,37000,-117.7102128,34.1039348
375,Auburn University,"Auburn, AL",AL,1160/27,1160,27,32000,23300,72,21500,50700,18700,29200,-85.4951663,32.5933574
376,University of Maine,"Orono, ME",ME,1070/24,1070,24,24800,16900,87,26000,49000,24200,23000,-68.6666508,44.9012197
377,Texas Christian University,"Fort Worth, TX",TX,1180/28,1180,28,64500,35800,93,21500,52900,-11600,31400,-97.3627717,32.709483
378,SUNY College of Technology at Alfred,"Alfred, NY",NY,950/22,950,22,25500,15400,NA,14900,47900,22400,33000,-77.7946533,42.2552377
379,Knox College,"Galesburg, IL",IL,NA/NA,NA,NA,57900,25000,98,27000,45600,-12300,18600,-90.3718673,40.9418892
380,University of the Pacific,"Stockton, CA",CA,1170/27,1170,27,66400,36300,97,24600,55500,-10900,30900,-121.3120225,37.9808152
381,Tulane University of Louisiana,"New Orleans, LA",LA,1330/31,1330,31,71400,34900,97,27500,52300,-19100,24800,-90.1207279,29.9403477
382,Yeshiva University,"New York, NY",NY,1230/27,1230,27,62000,33300,NA,19500,58900,-3100,39400,-73.9293271,40.8505995
383,University of Nebraska at Kearney,"Kearney, NE",NE,930/22,930,22,23100,16700,85,21300,41900,18800,20600,-99.1014292,40.7011879
384,Beloit College,"Beloit, WI",WI,1220/27,1220,27,60900,27700,98,27000,45300,-15600,18300,-89.0309048,42.5030333
385,Grand Valley State University,"Allendale, MI",MI,1050/24,1050,24,24800,17100,84,25000,44500,19700,19500,-85.8889489,42.9639298
386,Ithaca College,"Ithaca, NY",NY,NA/NA,NA,NA,62800,37600,98,25800,48700,-14100,22900,-76.498564,42.421658
387,Kalamazoo College,"Kalamazoo, MI",MI,NA/NA,NA,NA,60700,30000,99,26500,47400,-13300,20900,-85.598145,42.290035
388,University of San Diego,"San Diego, CA",CA,1210/28,1210,28,67000,41400,95,22900,54400,-12600,31500,-117.188213,32.7719191
389,Carlow University,"Pittsburgh, PA",PA,970/22,970,22,44200,19600,81,27000,41800,-2400,14800,-79.9639145,40.4394832
390,Radford University,"Radford, VA",VA,NA/NA,NA,NA,23800,15100,60,23000,46200,22400,23200,-80.5506221,37.1382689
391,Sewanee-The University of the South,"Sewanee, TN",TN,NA/NA,NA,NA,62400,33000,98,19000,46000,-16400,27000,-85.9176605,35.20518
392,Houghton College,"Houghton, NY",NY,1100/25,1100,25,45500,23100,100,25500,41000,-4500,15500,-78.1558062,42.4268184
393,Elmhurst College,"Elmhurst, IL",IL,1040/23,1040,23,51200,20200,100,21500,46900,-4300,25400,-87.945605,41.895871
394,Central College,"Pella, IA",IA,1120/24,1120,24,51800,24400,100,27000,46200,-5600,19200,-92.919667,41.400595
395,Austin College,"Sherman, TX",TX,1210/26,1210,26,55100,24800,100,26000,48200,-6900,22200,-96.594854,33.64626
396,South Dakota State University,"Brookings, SD",SD,1030/23,1030,23,23400,23000,50,25100,47900,24500,22800,-96.783968,44.3189457
397,Slippery Rock University of Pennsylvania,"Slippery Rock, PA",PA,1000/21,1000,21,25000,18700,65,25000,42900,17900,17900,-80.0411691,41.0630249
398,Saint Peter's University,"Jersey City, NJ",NJ,930/20,930,20,55300,15800,99,25000,50700,-4600,25700,-74.0715029,40.7272231
399,University of Wisconsin-Oshkosh,"Oshkosh, WI",WI,NA/22,NA,22,19500,14100,57,23700,45300,25800,21600,-88.5510215,44.0253186
400,University of North Carolina at Charlotte,"Charlotte, NC",NC,1120/24,1120,24,24200,13000,76,23000,49300,25100,26300,-80.735164,35.3070929
400,Lycoming College,"Williamsport, PA",PA,1030/23,1030,23,55200,20900,100,27000,44500,-10700,17500,-77.000181,41.246018
402,Augsburg College,"Minneapolis, MN",MN,1060/22,1060,22,52500,26200,99,27000,47400,-5100,20400,-93.2401366,44.9663002
403,Winona State University,"Winona, MN",MN,930/23,930,23,22300,18400,69,24000,46700,24400,22700,-91.6432837,44.0473997
404,Madonna University,"Livonia, MI",MI,NA/21,NA,21,35000,15900,88,25000,43700,8700,18700,-83.4062995,42.3857893
